term	daf_count	tractate_count	tractates	sample_dafs
Rambam vs. Ramban dispute	1	1	Bava Kamma	Bava Kamma 83
Rambam vs. Rashba - Safek Deoraita Dispute	1	1	Nedarim	Nedarim 53
Rambam vs. Rashi	1	1	Bava Kamma	Bava Kamma 109
Rambam vs. Shulchan Aruch - Organizational Approaches	1	1	Berakhot	Berakhot 15
Rambam vs. Tosafot on Minor Carrying Item	1	1	Shabbat	Shabbat 154
Rambam — prohibitions derived from pagan practices	1	1	Makkot	Makkot 21
Rambam's Acquisition Model (Kinyan Kiddushin)	1	1	Nedarim	Nedarim 81
Rambam's Approach	1	1	Nedarim	Nedarim 14
Rambam's Approach (Ignoring Gemara)	1	1	Menachot	Menachot 21
Rambam's approach - God's calculation of sins and merits	1	1	Rosh Hashanah	Rosh Hashanah 17
Rambam's Approach to Chalil on Yom Tov	1	1	Sukkah	Sukkah 51
Rambam's approach to Eighteen Things	1	1	Shabbat	Shabbat 14
Rambam's defense of Oral Tradition	1	1	Niddah	Niddah 72b
Rambam's Definition of Avodah Zarah (Acceptance as Supreme Being)	1	1	Sanhedrin	Sanhedrin 62
Rambam's Four Categories of Shevuat Shav	1	1	Shevuot	Shevuot 29
Rambam's framework	1	1	Gittin	Gittin 2
Rambam's framework for psak (only apply rules when you cannot determine halacha yourself)	1	1	Avodah Zarah	Avodah Zarah 6
Rambam's interpretation	1	1	Menachot	Menachot 54
Rambam's Interpretation of City Restrictions	1	1	Avodah Zarah	Avodah Zarah 11
Rambam's Lenient Ruling	1	1	Menachot	Menachot 30
Rambam's limitation of exemption	1	1	Bava Kamma	Bava Kamma 54
Rambam's Medical Obligation	1	1	Bava Kamma	Bava Kamma 85
Rambam's position (most of Torah she-be'al peh is derived, not transmitted directly)	1	1	Niddah	Niddah 48
Rambam's Position on Divorce	1	1	Nedarim	Nedarim 91
Rambam's Position on Marriage and Two Stages	1	1	Kiddushin	Kiddushin 41
Rambam's position on Menorah	1	1	Menachot	Menachot 88
Rambam's position on Messianic times	1	1	Shabbat	Shabbat 63
Rambam's position on prayer and sacrifice	1	1	Berakhot	Berakhot 27b
Rambam's Position on Tinok Shenishba	1	1	Shabbat	Shabbat 68
Rambam's position on women learning Torah	1	1	Sotah	Sotah 22
Rambam's Position on Worship Without Belief	1	1	Sanhedrin	Sanhedrin 63
Rambam's Psychological Benefit Approach	1	1	Kiddushin	Kiddushin 7
Rambam's Rational Reading	1	1	Chagigah	Chagigah 11
Rambam's Rationale for Non-Jew Liability	1	1	Bava Kamma	Bava Kamma 38
Rambam's rationalism vs. superstition	1	1	Shabbat	Shabbat 67
Rambam's Rationalist Position	1	1	Shabbat	Shabbat 61
Rambam's Reading	1	1	Sanhedrin	Sanhedrin 23
Rambam's Rejection of Astrology	1	1	Shabbat	Shabbat 156
Rambam's Ruling (Authority on Halacha)	1	1	Kiddushin	Kiddushin 4
Rambam's ruling on bloodstains of Samaritans	1	1	Hullin	Hullin 6
Rambam's ruling on Mesadrim	1	1	Bava Metzia	Bava Metzia 114
Rambam's ruling on non-Jewish seizure	1	1	Bava Batra	Bava Batra 45
Rambam's Ruling on Partial Acts	1	1	Nedarim	Nedarim 86
Rambam's ruling on Samaritan contributions	1	1	Shekalim	Shekalim 4
Rambam's ruling on standing/honor	1	1	Kiddushin	Kiddushin 34
Rambam's ruling on who can become tamei from tzaraat	1	1	Shevuot	Shevuot 6
Rambam's Stringency on Women Without Fixed Cycle	1	1	Niddah	Niddah 11b
Rambam's teaching on parah adumah ashes	1	1	Bekhorot	Bekhorot 23
Rambam's Thirteen Principles	1	1	Sanhedrin	Sanhedrin 99
Rambam's View on Improper Conversions	1	1	Yevamot	Yevamot 24
Rambam's Yetzer Hara Explanation	1	1	Gittin	Gittin 89
Rambam's Yetzer Hara Theory	1	1	Gittin	Gittin 88b
Rambam/Maimonides	1	1	Yoma	Yoma 81
Rambam/Maimonides (Halakhic Authority)	1	1	Kiddushin	Kiddushin 19
Rambam/Rambam's interpretation	1	1	Pesachim	Pesachim 95
Rambam; Comprehensive Approach to Dangerous Animals	1	1	Bava Kamma	Bava Kamma 16
Ramban (alternative count of mitzvot)	1	1	Bava Batra	Bava Batra 108
Ramban (Craftsman Not Mazik Unless Negligent)	1	1	Bava Kamma	Bava Kamma 100
Ramban (medieval commentator, narrower reading of ownership)	1	1	Eruvin	Eruvin 60
Ramban (Nachmanides) critique of 613 count	1	1	Makkot	Makkot 24
Ramban (on Shoel She'lo Mida'as)	1	1	Bava Metzia	Bava Metzia 41
Ramban (on who administered the oath)	1	1	Yoma	Yoma 18
Ramban (R. Moses ben Nahman)	1	1	Nedarim	Nedarim 67
Ramban (Ramban's interpretation)	1	1	Shabbat	Shabbat 22
Ramban (Ramban)	1	1	Pesachim	Pesachim 117
Ramban (Rishon on biblical mitzvah in Mikdash)	1	1	Sukkah	Sukkah 30
Ramban alternative interpretation	1	1	Sukkah	Sukkah 52
Ramban and the Interpretation of Torah She-be'al Peh	1	1	Rosh Hashanah	Rosh Hashanah 25
Ramban on Avoda Zara	1	1	Sanhedrin	Sanhedrin 63
Ramban on Bathhouse Restrictions	1	1	Shabbat	Shabbat 40
Ramban on Plowing Cow Holding Plow	1	1	Shabbat	Shabbat 154
Ramban on she'ero and conjugal relations	1	1	Bava Batra	Bava Batra 109
Ramban on Teshuvah	1	1	Shevuot	Shevuot 13
Ramban on vows	1	1	Hullin	Hullin 2
Ramban on טשובה liability and gift	1	1	Shevuot	Shevuot 13
Ramban's Approach	1	1	Shabbat	Shabbat 13
Ramban's Distinction Between Ownership and Sanctity	1	1	Bava Batra	Bava Batra 79
Ramban's framework	1	1	Beitzah	Beitzah 25
Ramban's interpretation - tautology of judgment	1	1	Rosh Hashanah	Rosh Hashanah 17
Ramban's interpretation in commentary to Torah	1	1	Ketubot	Ketubot 48
Ramban's Objection	1	1	Yoma	Yoma 28
Ramban's rebuttal on adam hamazik	1	1	Bava Metzia	Bava Metzia 83
Ramban's rejected interpretation	1	1	Niddah	Niddah 65
Ramban's three dimensions of marital sexuality	1	1	Ketubot	Ketubot 48
Ramban's View	1	1	Megillah	Megillah 26
Rami (son of Rabbi Hizkiya)	1	1	Sanhedrin	Sanhedrin 80
Rami and Rav Ukva (brothers, partnership case)	1	1	Bava Batra	Bava Batra 30
Rami bar Abba	1	1	Megillah	Megillah 26b
Rami Bar Abba	1	1	Niddah	Niddah 20
Rami bar Ami	1	1	Hullin	Hullin 52
Rami bar Avin	1	1	Yevamot	Yevamot 67b
Rami Bar Chama (Babylonian Amora)	1	1	Ketubot	Ketubot 91
Rami bar Chama (distinguishes coercion types)	1	1	Ketubot	Ketubot 18
Rami bar Chama (Questioner)	1	1	Avodah Zarah	Avodah Zarah 46
Rami bar Chama (Sanctification Status Determines Ritual Requirements)	1	1	Zevachim	Zevachim 119
Rami Bar Chama (רמי בר חמא) - student of Rav Chisda	1	1	Sukkah	Sukkah 29
Rami bar Chama - Dividing Dough into Sixths	1	1	Menachot	Menachot 87
Rami bar Chama and Mar Ukva	1	1	Ketubot	Ketubot 94
Rami Bar Chama and Resh Lakish	1	1	Menachot	Menachot 36
Rami bar Chama on oven cooking	1	1	Zevachim	Zevachim 95
Rami bar Chama Questions	1	1	Menachot	Menachot 87
Rami bar Chama's Equation	1	1	Pesachim	Pesachim 48
Rami Bar Chama's Figs Scenario	1	1	Bava Kamma	Bava Kamma 70
Rami bar Chama's Question	1	1	Nazir	Nazir 53
Rami Bar Chama's Questions	1	1	Bava Metzia	Bava Metzia 96
Rami Bar Chama's teaching on elevation	1	1	Zevachim	Zevachim 62
Rami bar Chama's Torah source	1	1	Kiddushin	Kiddushin 51
Rami bar Chama: cow crouched, unable to stand naturally	1	1	Nazir	Nazir 10
Rami bar Hama	1	1	Zevachim	Zevachim 96
Rami bar Shmuel	1	1	Niddah	Niddah 17
Rami Bar Shmuel	1	1	Niddah	Niddah 18
Rami bar Yechezkel (Babylonian Amora)	1	1	Shabbat	Shabbat 138
Rami bar Yechezkel (eating beams of wood)	1	1	Hullin	Hullin 37
Rami bar Yechezkel's source on mi'un differences	1	1	Yevamot	Yevamot 107
Rammaim (sleazeballs trying to evade obligations)	1	1	Nedarim	Nedarim 44
Ramming and mutual combat	1	1	Hullin	Hullin 51
Ramp (Kevesh)	1	1	Zevachim	Zevachim 64
ramp construction (kibutz base)	1	1	Zevachim	Zevachim 54
Ramp Placement (Two Stages)	1	1	Tamid	Tamid 31
Ramp/Kevesh (כבש)	1	1	Tamid	Tamid 28
Ran (Commentary Authority)	1	1	Nedarim	Nedarim 90
Ran (Commentary)	1	1	Nedarim	Nedarim 64
Ran (commentator analysis)	1	1	Nedarim	Nedarim 71
Ran (medieval commentator on mezonot and ba'al status)	1	1	Nedarim	Nedarim 74
Ran (medieval commentator on ownership persistence)	1	1	Nedarim	Nedarim 42
Ran (Nachmanides' Commentary)	1	1	Nedarim	Nedarim 65
Ran (Nissim of Gerona)	1	1	Nedarim	Nedarim 8
Ran (on various interpretations)	1	1	Nedarim	Nedarim 57
Ran (R. Nissim, Catalan Talmudist)	1	1	Bava Batra	Bava Batra 54
Ran (Rabbeinu Nisim)	1	1	Nedarim	Nedarim 82
Ran (Rabbeinu Nissim) on medical ethics	1	1	Nedarim	Nedarim 40
Ran (Rabbi Nissim Gerondi)	1	1	Nedarim	Nedarim 67
Ran (Responsa Authority)	1	1	Nedarim	Nedarim 16
Ran (Responsa)	1	1	Nedarim	Nedarim 72
Ran (Responsum Authority)	1	1	Nedarim	Nedarim 10
Ran (rishon with extensive commentary on this daf)	1	1	Nedarim	Nedarim 29
Ran (Rishon, reinterprets Shimon's position on Shvi'it)	1	1	Nedarim	Nedarim 58
Ran (Rivan Commentary)	1	1	Nedarim	Nedarim 68
Ran's distinction in kiddushin framework	1	1	Nedarim	Nedarim 30
Ran's explanation	1	1	Nedarim	Nedarim 54
Ran's Interpretation	1	1	Megillah	Megillah 26
Ran's interpretation	1	1	Nedarim	Nedarim 18
Ran's interpretation and girsa	1	1	Nedarim	Nedarim 60
Ran's Interpretation of Crown Usage	1	1	Nedarim	Nedarim 61
Ran's interpretation of hefker and confusion concerns	1	1	Nedarim	Nedarim 44
Ran's position	1	1	Beitzah	Beitzah 25
Ran's Position on Violation	1	1	Nedarim	Nedarim 15
Ran's Position on Woman's Claims	1	1	Nedarim	Nedarim 91
Ran's Question	1	1	Nedarim	Nedarim 14
Ran's Reinterpretation and Alternative Girsa	1	1	Nedarim	Nedarim 86
Ran's synthesis: Torah-granted non-ownership	1	1	Pesachim	Pesachim 7
Random Shooting into a Group (Biblical Source for Kavuah)	1	1	Ketubot	Ketubot 15
range of ona'ah vs. pinpoint calculation	1	1	Bava Metzia	Bava Metzia 50
Rape (Oneis) and Remarriage	1	1	Makkot	Makkot 15
Rape (ones) exception and Kohen's wife	1	1	Bava Batra	Bava Batra 145
rape and miscarriage cases	1	1	Bava Kamma	Bava Kamma 59
Rape vs. Seduction	1	1	Ketubot	Ketubot 29
Raphael (Angel)	1	1	Bava Metzia	Bava Metzia 87
Rapist (Ones): Cannot divorce	1	1	Gittin	Gittin 90
Rash Yehuda bar Rav Chiya	1	1	Zevachim	Zevachim 25
Rash'bam	1	1	Bava Batra	Bava Batra 88
Rash'i (Talmudic commentator)	1	1	Yevamot	Yevamot 37
Rasha	1	1	Bava Kamma	Bava Kamma 72
Rasha (Bad Person, Disqualified)	1	1	Kiddushin	Kiddushin 7
Rasha (Wicked Person/Sinner)	1	1	Sanhedrin	Sanhedrin 10
Rasha (Wicked)	1	1	Kiddushin	Kiddushin 49
Rasha arum (deceptive wicked person)	1	1	Sotah	Sotah 22
Rasha arum (sly wicked person)	1	1	Sanhedrin	Sanhedrin 76
Rasha Arum (Wicked Shrewd Person)	1	1	Bava Batra	Bava Batra 137
rasha arum crafty wicked	1	1	Sotah	Sotah 21
Rasha Bar Rasha (Wicked Person, Son of Wicked Person)	1	1	Makkot	Makkot 14
Rasha de-Chamas (Wicked One for Gain/False Witness)	1	1	Sanhedrin	Sanhedrin 27
Rasha dechamas (wicked through monetary sin)	1	1	Rosh Hashanah	Rosh Hashanah 22
Rasha lamut (liable for capital punishment)	1	1	Bava Kamma	Bava Kamma 83
Rasha/Rashim (wicked person)	1	1	Horayot	Horayot 10
Rashabam / Rashbam	1	1	Bava Batra	Bava Batra 49
Rashash	1	1	Bekhorot	Bekhorot 52
Rashash (late commentator on Gemara)	1	1	Bekhorot	Bekhorot 23
Rashash alternative reading of fire pan usage	1	1	Yoma	Yoma 44
Rashba (R. Solomon ben Aderet)	1	1	Bava Batra	Bava Batra 54
Rashba (Rav Shlomo ben Avraham Aderet)	1	1	Kiddushin	Kiddushin 73
Rashba's Valuation	1	1	Kiddushin	Kiddushin 56
Rashbam (final kezayit is essential matzah mitzvah)	1	1	Pesachim	Pesachim 120
Rashbam (Interpretation & Commentary)	1	1	Bava Batra	Bava Batra 57
Rashbam (medieval commentary on Talmud)	1	1	Bava Batra	Bava Batra 56
Rashbam (Medieval Commentator - Interpretive Approach)	1	1	Bava Batra	Bava Batra 86
Rashbam (medieval commentator on force and silence)	1	1	Bava Batra	Bava Batra 36
Rashbam (Medieval Commentator)	1	1	Bava Batra	Bava Batra 146
Rashbam (Rashi's grandson)	1	1	Bava Batra	Bava Batra 89
Rashbam (Talmudic Commentator)	1	1	Bava Batra	Bava Batra 54
Rashbam (Tossafist commentary)	1	1	Bava Batra	Bava Batra 171
Rashbam (רשב״ם)	1	1	Bava Batra	Bava Batra 163
Rashbam / Rambam (Medieval Commentators)	1	1	Bava Batra	Bava Batra 48
Rashbam and Tosafot Interpretations	1	1	Bava Batra	Bava Batra 72
Rashbam Commentary	1	1	Bava Batra	Bava Batra 58
Rashbam explanations	1	1	Bava Batra	Bava Batra 78
Rashbam interpretation	1	1	Bava Batra	Bava Batra 132
Rashbam interpretation: flax as kareka	1	1	Bava Batra	Bava Batra 87
Rashbam social policy	1	1	Ketubot	Ketubot 90
Rashbam — interpretation and reconciliation of tensions in the Gemara	1	1	Bava Batra	Bava Batra 106
Rashbam's explanations and commentary	1	1	Bava Batra	Bava Batra 73
Rashbam's independent field theory	1	1	Bava Batra	Bava Batra 69
Rashbam's interpretation (emphasis on recipient)	1	1	Bava Batra	Bava Batra 145
Rashbam's reading of 'zachar unekeiva' (or vs. and in twins)	1	1	Bava Batra	Bava Batra 140
Rashbam: middleman buys outright	1	1	Bava Batra	Bava Batra 87
Rashbam—commentary on textual analysis and inheritance law	1	1	Bava Batra	Bava Batra 113
Rashei evarim (limb extremities)	1	1	Bava Kamma	Bava Kamma 83
Rashet (Private Bathing/Washing)	1	1	Moed Katan	Moed Katan 24
rashi	1	1	Sukkah	Sukkah 38
Rashi & Tosafot	1	1	Bava Kamma	Bava Kamma 39
Rashi (11th Century Commentary)	1	1	Berakhot	Berakhot 52
Rashi (11th-century commentator)	1	1	Sotah	Sotah 23
Rashi (Classic Medieval Commentary)	1	1	Shevuot	Shevuot 12
Rashi (Commentary and explanations)	1	1	Avodah Zarah	Avodah Zarah 70
Rashi (Commentary on Dignity)	1	1	Yevamot	Yevamot 100
Rashi (commentary on pshara timing and David's tzedakah)	1	1	Sanhedrin	Sanhedrin 6b
Rashi (commentary reading case against woman)	1	1	Sanhedrin	Sanhedrin 8b
Rashi (commentary); interpretation of pendants and bells	1	1	Shabbat	Shabbat 58
Rashi (Commentary; Defends via Dream Vision)	1	1	Bekhorot	Bekhorot 56
Rashi (Commentator Interpreting Law)	1	1	Ketubot	Ketubot 79
Rashi (commentator)	1	1	Avodah Zarah	Avodah Zarah 51
Rashi (commentator, on gufo vs. kocho and hierarchy of values)	1	1	Bava Kamma	Bava Kamma 17
Rashi (discussed)	1	1	Bava Metzia	Bava Metzia 12
Rashi (Eleventh-Century Commentary)	1	1	Gittin	Gittin 10
Rashi (Explanatory Commentary)	1	1	Zevachim	Zevachim 79
Rashi (Fetus Independence in Labor)	1	1	Arakhin	Arakhin 7
Rashi (French medieval commentator)	1	1	Menachot	Menachot 20
Rashi (grammatical interpretation)	1	1	Zevachim	Zevachim 52
Rashi (interpretation of margins and writing dependency)	1	1	Shabbat	Shabbat 117
Rashi (interpretation)	1	1	Eruvin	Eruvin 79
Rashi (Mediaeval Commentator)	1	1	Shabbat	Shabbat 75
Rashi (Medieval Commentator and Exegete)	1	1	Gittin	Gittin 38
Rashi (Medieval Commentator Interpretation)	1	1	Sotah	Sotah 31
Rashi (medieval commentator on Talmud)	1	1	Shevuot	Shevuot 47
Rashi (Medieval Commentators)	1	1	Gittin	Gittin 53
Rashi (medieval French commentator — concerns about habituation)	1	1	Avodah Zarah	Avodah Zarah 38
Rashi (Medieval French Commentator)	1	1	Shabbat	Shabbat 138
Rashi (Medieval Talmudic Commentator)	1	1	Menachot	Menachot 60
Rashi (medieval Talmudic commentator)	1	1	Menachot	Menachot 69
Rashi (on intent being articulated, not just in mind)	1	1	Menachot	Menachot 2
Rashi (on ptitin)	1	1	Bava Metzia	Bava Metzia 41
Rashi (psychological interpretation)	1	1	Temurah	Temurah 7
Rashi (Rash"i)	1	1	Bava Kamma	Bava Kamma 60
Rashi (Rashi's Commentary) — Interpretation of Tree Branch Case and Basket Distinction	1	1	Eiruvin	Eiruvin 33
Rashi (Rashi's interpretation)	1	1	Shabbat	Shabbat 22
Rashi (Rishon interpreting hadar and beautifying mitzvot)	1	1	Sukkah	Sukkah 30
Rashi (Rishon)	1	1	Hullin	Hullin 108
Rashi (Rishon, Commentator)	1	1	Berakhot	Berakhot 6
Rashi (Talmudic Commentator)	1	1	Ketubot	Ketubot 58
Rashi (Tosafist Authority)	1	1	Shevuot	Shevuot 16
Rashi (various explanations)	1	1	Yoma	Yoma 18
Rashi (רש"י) and Tosafot (תוספות) medieval commentaries	1	1	Gittin	Gittin 12
Rashi (רש''י)	1	1	Sukkah	Sukkah 29
Rashi (רש״י)	1	1	Meilah	Meilah 9
Rashi - Interpretation of Oath Violations Focusing on Words Not Acts	1	1	Shevuot	Shevuot 21
Rashi - medieval commentary	1	1	Megillah	Megillah 15b
Rashi - medieval commentator	1	1	Temurah	Temurah 6
Rashi - Medieval French commentator	1	1	Chagigah	Chagigah 25
Rashi and Tosafos Interpretations	1	1	Meilah	Meilah 16
Rashi and Tosafot	1	1	Meilah	Meilah 19
Rashi and Tosafot Interpretations	1	1	Bava Metzia	Bava Metzia 45
Rashi and Tosafot interpretive disputes	1	1	Yevamot	Yevamot 99
Rashi and Tosafot on Prayer	1	1	Berakhot	Berakhot 20
Rashi commentary on text corruption	1	1	Zevachim	Zevachim 63
Rashi exegesis	1	1	Sanhedrin	Sanhedrin 59
Rashi explanation	1	1	Shabbat	Shabbat 21
Rashi Explanations	1	1	Hullin	Hullin 104
Rashi explanations and interpretations	1	1	Bekhorot	Bekhorot 21
Rashi Interpretation	1	1	Sotah	Sotah 34
Rashi on Achvah	1	1	Bava Kamma	Bava Kamma 88
Rashi on Ashkenazi custom (relying on Chananya)	1	1	Shabbat	Shabbat 37
Rashi on Carrying Domains vs. Objects	1	1	Shabbat	Shabbat 8
Rashi on Father/Your Father Cases	1	1	Kiddushin	Kiddushin 8
Rashi on Garment Practice	1	1	Yoma	Yoma 25
Rashi on grinding and beets	1	1	Shabbat	Shabbat 74
Rashi on Hafka'as Kiddushin and Fig Leaf	1	1	Yevamot	Yevamot 90
Rashi on Kedusha and Blessings	1	1	Ketubot	Ketubot 8
Rashi on liability for child's damage	1	1	Bava Kamma	Bava Kamma 98
Rashi on Makpid and Obstruction	1	1	Shabbat	Shabbat 57
Rashi on netilas yadayim	1	1	Sotah	Sotah 39
Rashi on olive types	1	1	Berakhot	Berakhot 39
Rashi on Presumption of Truthfulness	1	1	Ketubot	Ketubot 9
Rashi on salt mechanics	1	1	Hullin	Hullin 113
Rashi on Shema and geulah (exile return)	1	1	Kiddushin	Kiddushin 37
Rashi on Two Types of Oaths	1	1	Sotah	Sotah 18
Rashi on קפל (peeling off; removing)	1	1	Avodah Zarah	Avodah Zarah 6
Rashi position (grain, olives, grapes only biblical)	1	1	Rosh Hashanah	Rosh Hashanah 12
Rashi vs Rif on communal employment	1	1	Bava Metzia	Bava Metzia 97
Rashi vs Tosfos	1	1	Berakhot	Berakhot 5
Rashi vs. alternative interpretations	1	1	Sukkah	Sukkah 25
Rashi vs. Gemara interpretation	1	1	Kiddushin	Kiddushin 21
Rashi vs. other Rishonim on ta'am ke-ikar	1	1	Avodah Zarah	Avodah Zarah 67
Rashi vs. Rabbeinu Chananel (interpretive dispute)	1	1	Rosh Hashanah	Rosh Hashanah 21
Rashi vs. Rabbeinu Gershom (authorship and manuscript traditions)	1	1	Moed Katan	Moed Katan 2
Rashi vs. Rabbeinu Tam (incorporation of later defects)	1	1	Hullin	Hullin 32
Rashi vs. Rabbeinu Tam debate	1	1	Hullin	Hullin 31
Rashi vs. Rabbeinu Tam Tefillin	1	1	Menachot	Menachot 36
Rashi vs. Rambam	1	1	Shabbat	Shabbat 112
Rashi vs. Tosafos (who takes the menachah)	1	1	Sotah	Sotah 19
Rashi vs. Tosafot (Inference Between Facts)	1	1	Shabbat	Shabbat 70
Rashi vs. Tosafot (on Me'ilah and Status)	1	1	Yoma	Yoma 60
Rashi vs. Tosafot (Seed vs. Sapling)	1	1	Avodah Zarah	Avodah Zarah 46
Rashi vs. Tosafot - Doorframe Interpretation	1	1	Menachot	Menachot 34
Rashi vs. Tosafot Debate	1	1	Bekhorot	Bekhorot 28
Rashi vs. Tosafot debate	1	1	Ketubot	Ketubot 2
Rashi vs. Tosafot debate on vertical vs. horizontal placement	1	1	Menachot	Menachot 33
Rashi vs. Tosafot Dispute	1	1	Hullin	Hullin 47
Rashi vs. Tosafot Dispute (Agav and Persons)	1	1	Kiddushin	Kiddushin 7
Rashi vs. Tosafot Interpretation	1	1	Avodah Zarah	Avodah Zarah 61
Rashi vs. Tosafot interpretation	1	1	Bava Kamma	Bava Kamma 59
Rashi vs. Tosafot interpretation methods	1	1	Kiddushin	Kiddushin 51
Rashi vs. Tosafot on Accessibility	1	1	Eruvin	Eruvin 31
Rashi vs. Tosafot on chen interpretation	1	1	Ketubot	Ketubot 97
Rashi vs. Tosafot on Dye Benefit	1	1	Bava Kamma	Bava Kamma 101
Rashi vs. Tosafot on dye reuse	1	1	Menachot	Menachot 42
Rashi vs. Tosafot on Kesher	1	1	Menachot	Menachot 36
Rashi vs. Tosafot on Mixed Rights	1	1	Bava Kamma	Bava Kamma 14
Rashi vs. Tosafot on Ta'am and Shishim	1	1	Hullin	Hullin 98
Rashi vs. Tosafot on version priority	1	1	Avodah Zarah	Avodah Zarah 6
Rashi vs. Tosafot: Ketanah Receiving Get	1	1	Gittin	Gittin 65
Rashi waiver theory	1	1	Ketubot	Ketubot 90
Rashi's 600,000 criterion	1	1	Eruvin	Eruvin 6
Rashi's Anatomical Model	1	1	Niddah	Niddah 18
Rashi's approach to Yom Tov work	1	1	Beitzah	Beitzah 25
Rashi's challenge on hesped prohibition	1	1	Megillah	Megillah 5b
Rashi's Clarification on Benefit vs. Eating	1	1	Avodah Zarah	Avodah Zarah 49
Rashi's Commentary Ends; Rashbam Begins	1	1	Bava Batra	Bava Batra 2
Rashi's Conceptual Interpretation (Contradiction)	1	1	Eruvin	Eruvin 48
Rashi's Emphasis on Satan's Ongoing Divine Authorization (Reshut)	1	1	Bava Batra	Bava Batra 16
Rashi's Explanation (Appeasement)	1	1	Shevuot	Shevuot 9
Rashi's Explanation of Compensation vs. Fine	1	1	Bava Kamma	Bava Kamma 5
Rashi's explanation of Rabbi Yehudah's approach	1	1	Zevachim	Zevachim 78
Rashi's explanation of the mishna cases	1	1	Ketubot	Ketubot 93
Rashi's explanation: Agency and degree of negligence determine status	1	1	Bava Kamma	Bava Kamma 31
Rashi's Explanations (Multiple Interpretations)	1	1	Bava Metzia	Bava Metzia 73
Rashi's Girsa Critique	1	1	Yoma	Yoma 28
Rashi's Girsa/Text Correction	1	1	Sotah	Sotah 16
Rashi's interpretation (clarifying ambiguous terms)	1	1	Bava Kamma	Bava Kamma 51
Rashi's interpretation (conceptual continuum)	1	1	Hullin	Hullin 37
Rashi's interpretation (roots and fruit)	1	1	Bava Metzia	Bava Metzia 107
Rashi's interpretation of alaw	1	1	Hullin	Hullin 121
Rashi's interpretation of bitul and ownership	1	1	Pesachim	Pesachim 7
Rashi's interpretation of fire pan changes	1	1	Yoma	Yoma 44
Rashi's Interpretation of Ritual	1	1	Zevachim	Zevachim 76
Rashi's interpretation of sanctification	1	1	Gittin	Gittin 39
Rashi's interpretation of She'er Kesut ve-Onah	1	1	Ketubot	Ketubot 48
Rashi's Interpretation of Zavah Ketana	1	1	Niddah	Niddah 38
Rashi's interpretation/reasoning	1	1	Beitzah	Beitzah 30
Rashi's interpretation: B's contradictory identity	1	1	Eruvin	Eruvin 49
Rashi's interpretations and commentary	1	1	Gittin	Gittin 8
Rashi's Perspective on Quasi-Possession	1	1	Bava Metzia	Bava Metzia 63
Rashi's Position	1	1	Avodah Zarah	Avodah Zarah 73
Rashi's position: Malchuyos integral to D'oraisa shofar obligation when done together	1	1	Rosh Hashanah	Rosh Hashanah 35
Rashi's Position: Quantitative Independence	1	1	Hullin	Hullin 99
Rashi's principle on non-contact impurities	1	1	Hullin	Hullin 71
Rashi's Reinterpretation	1	1	Bekhorot	Bekhorot 32
Rashi's ruling vs. Rishonim consensus	1	1	Bekhorot	Bekhorot 14
Rashi's Teaching on Lottery as Core	1	1	Yoma	Yoma 65
Rashi's Tefillin vs. Rabbeinu Tam's Tefillin (Order Dispute)	1	1	Menachot	Menachot 35b
Rashi's View on Mitoch	1	1	Beitzah	Beitzah 12
Rashi's Vine Handling Explanation	1	1	Bava Metzia	Bava Metzia 91
Rashi's wagon model (side-by-side with overhang)	1	1	Shabbat	Shabbat 99
Rashi/Commentaries on Warning Requirement	1	1	Sotah	Sotah 25
Rashi/Tosafot Debate (רש״י תוספות)	1	1	Berakhot	Berakhot 48
Rashi: Verse issues apply to Musaf, not to Malchuyos, Zichronos, Shofros	1	1	Rosh Hashanah	Rosh Hashanah 35
Rashi: visual separation criterion for kilayim (not nutritional)	1	1	Shabbat	Shabbat 84
Rashi: Woman Cannot Control Circumstances	1	1	Gittin	Gittin 65
Rashi; Interpretation of Domains and Behavior	1	1	Bava Kamma	Bava Kamma 16
Rashut (quasi-permissible; discretionary with mitzvah element)	1	1	Beitzah	Beitzah 37
Rashuṭ (Domain/Jurisdiction)	1	1	Kiddushin	Kiddushin 25
Raska/Racak identification debate	1	1	Megillah	Megillah 5b
ratio logic (1:7 progressions)	1	1	Bekhorot	Bekhorot 8
rationalization by widow	1	1	Gittin	Gittin 35
Ratza leshalom (agreement to pay)	1	1	Bava Metzia	Bava Metzia 34
Ratze (Valid/Accepted)	1	1	Zevachim	Zevachim 51
Ratzeh Ani (I Consent)	1	1	Bava Kamma	Bava Kamma 62
